well_id,source_current_present,source_sgb2024_present,latitude,longitude,municipality_declared,municipality_spatial,coordinate_quality_status,nearest_neighbor_m,exact_coordinate_group,nature,situation,use_water,siagas_aquifer,sgb2024_unit_aflorante,sgb2024_unit_subjacente,aquifer_comparison_status,geology_sgb_unit,geology_sgb_sigla,depth_current_m,depth_sgb2024_profundi_1_m,depth_sgb2024_profundida_m,static_level_current_m,static_level_sgb2024_m,dynamic_level_current_m,dynamic_level_sgb2024_m,specific_capacity_current,specific_capacity_sgb2024,test_type_sgb2024,test_date_sgb2024,interpretation_method_sgb2024,transmissivity_sgb2024,permeability_sgb2024,storage_coefficient_sgb2024,stabilized_yield_sgb2024,pump_type_sgb2024,ph_current,electrical_conductivity_current,electrical_conductivity_sgb2024,temperature_current,temperature_sgb2024,turbidity_current,turbidity_sgb2024,chemical_parameter_current,chemical_concentration_current,drilling_date_current,registration_date_current,installation_date_current,drilling_date_sgb2024,analysis_date_sgb2024,collection_date_sgb2024,drilling_method_sgb2024,driller_sgb2024,formation_sgb2024,penetration_type_sgb2024,hydraulic_condition_sgb2024,capture_type_sgb2024,atlas_qlog_record,atlas_explicit_profile,rimas_flag_current
3500045201,True,True,-20.41027799999995,-53.18083299999995,Ribas do Rio Pardo,Ribas do Rio Pardo,OK,10455.91,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2009-12-18,,,,,,,,,,,0,False,False
3500045533,True,True,-22.85722199999998,-54.630277999999976,Juti,Juti,OK,308.42,,Poço tubular,,Abastecimento urbano,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-09,,,,,,,,,,,0,False,False
3500045335,True,True,-18.802221999999972,-52.62555599999996,Chapadão do Sul,Chapadão do Sul,OK,122.81,,Poço tubular,,,,Formação Cachoeirinha,Formação Botucatu,UNKNOWN,Formação Cachoeirinha,ENch,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-11,,,,,,,,,,,0,False,False
3500045517,True,True,-19.284999999999968,-54.61888899999997,São Gabriel do Oeste,São Gabriel do Oeste,OK,252.32,,Poço tubular,,,,Grupo Bauru,Formação Botucatu,UNKNOWN,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-06,,,,,,,,,,,0,False,False
3500045584,True,True,-20.73333299999996,-51.78333299999997,Três Lagoas,Três Lagoas,OK,1304.41,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Formação Santo Anastácio,K2sa,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-15,,,,,,,,,,,0,False,False
3500045537,True,True,-22.08611099999996,-54.25444399999998,Dourados,Dourados,OK,2091.18,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-12,,,,,,,,,,,0,False,False
3500045194,True,True,-22.99138899999997,-54.39027799999997,Naviraí,Naviraí,OK,1803.48,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2009-12-14,,,,,,,,,,,0,False,False
3500045139,True,True,-22.738055999999972,-55.077499999999986,Laguna Carapã,Laguna Caarapã,REVIEW,53.99,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2009-10-15,,,,,,,,,,,0,False,False
3500045293,True,True,-21.109721999999977,-56.48194399999994,Bonito,Bonito,OK,725.49,,Poço tubular,,,,Grupo Cuiaba,,UNKNOWN,"Litofácies Cuiabá, filito",NPcufl,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-01,,,,,,,,,,,0,False,False
3500045213,True,True,-21.170555999999976,-54.50388899999996,Nova Alvorada do Sul,Nova Alvorada do Sul,OK,2672.16,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-01-04,,,,,,,,,,,0,False,False
3500045450,True,True,-20.712499999999977,-54.819999999999936,Campo Grande,Campo Grande,OK,3960.18,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-16,,,,,,,,,,,0,False,False
3500045493,True,True,-20.63638899999995,-54.66305599999998,Campo Grande,Campo Grande,OK,1945.39,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-30,,,,,,,,,,,0,False,False
3500045431,True,True,-19.371943999999928,-54.60777799999994,São Gabriel do Oeste,São Gabriel do Oeste,OK,380.04,,Poço tubular,,,,Grupo Bauru,Formação Botucatu,UNKNOWN,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-15,,,,,,,,,,,0,False,False
3500045555,True,True,-19.278610999999955,-54.612777999999935,São Gabriel do Oeste,São Gabriel do Oeste,OK,492.08,,Poço tubular,,,,Grupo Bauru,Formação Botucatu,UNKNOWN,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-12,,,,,,,,,,,0,False,False
3500045473,True,True,-21.29694399999994,-54.83611099999996,Sidrolândia,Sidrolândia,OK,1172.44,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-29,,,,,,,,,,,0,False,False
3500045332,True,True,-19.38555599999995,-54.56749999999994,São Gabriel do Oeste,São Gabriel do Oeste,OK,193.11,,Poço tubular,,,,Grupo Bauru,Formação Botucatu,UNKNOWN,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-11,,,,,,,,,,,0,False,False
3500045311,True,True,-20.394443999999964,-54.55388899999997,Campo Grande,Campo Grande,OK,135.9,,Poço tubular,,Abastecimento industrial,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-08,,,,,,,,,,,0,False,False
3500045246,True,True,-21.18777799999998,-54.52194399999996,Nova Alvorada do Sul,Nova Alvorada do Sul,OK,2672.16,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-01-07,,,,,,,,,,,0,False,False
3500045295,True,True,-21.796666999999957,-54.52694399999996,Rio Brilhante,Rio Brilhante,OK,874.6,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-01,,,,,,,,,,,0,False,False
3500045475,True,True,-20.786666999999966,-54.65999999999997,Campo Grande,Campo Grande,OK,6331.11,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-29,,,,,,,,,,,0,False,False
3500045274,True,True,-21.214443999999958,-54.70055599999995,Sidrolândia,Sidrolândia,OK,1328.13,,,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-01-21,,,,,,,,,,,0,False,False
3500045248,True,True,-21.770277999999962,-54.24166699999995,Rio Brilhante,Rio Brilhante,OK,5137.64,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-01-07,,,,,,,,,,,0,False,False
3500045507,True,True,-20.54444399999994,-51.64999999999998,Três Lagoas,Três Lagoas,OK,4594.85,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Formação Santo Anastácio,K2sa,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-31,,,,,,,,,,,0,False,False
3500045558,True,True,-21.601666999999964,-54.71222199999994,Rio Brilhante,Rio Brilhante,OK,8575.85,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-12,,,,,,,,,,,0,False,False
3500045371,True,True,-20.560832999999946,-54.57111099999997,Campo Grande,Campo Grande,OK,135.66,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-03,,,,,,,,,,,0,False,False
3500045309,True,True,-21.628055999999958,-55.41111099999995,Maracaju,Maracaju,OK,42.17,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-05,,,,,,,,,,,0,False,False
3500045304,True,True,-22.23055599999998,-55.07888899999995,Dourados,Dourados,OK,6248.99,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-04,,,,,,,,,,,0,False,False
3500045174,True,True,-21.78333299999997,-54.53111099999995,Rio Brilhante,Rio Brilhante,OK,393.01,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2009-10-27,,,,,,,,,,,0,False,False
3500045574,True,True,-18.429443999999933,-54.64972199999994,Coxim,Coxim,OK,3143.41,,Poço tubular,,,,Formação Ponta Grossa,Formação Furnas,UNKNOWN,Formação Ponta Grossa,Dpg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-13,,,,,,,,,,,0,False,False
3500045589,True,True,-20.779721999999936,-51.71972199999993,Três Lagoas,Três Lagoas,OK,557.25,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Formação Santo Anastácio,K2sa,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-15,,,,,,,,,,,0,False,False
3500045341,True,True,-20.457221999999945,-54.63555599999995,Campo Grande,Campo Grande,OK,28.98,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-11,,,,,,,,,,,0,False,False
3500045328,True,True,-20.50166699999994,-54.59444399999995,Campo Grande,Campo Grande,OK,453.34,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-11,,,,,,,,,,,0,False,False
3500045298,True,True,-21.644721999999945,-52.808055999999965,Santa Rita do Pardo,Santa Rita do Pardo,OK,1568.37,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-01,,,,,,,,,,,0,False,False
3500045539,True,True,-19.123888999999963,-54.36694399999993,São Gabriel do Oeste,São Gabriel do Oeste,OK,1842.37,,Poço tubular,,,,Formação Botucatu,,UNKNOWN,Formação Botucatu,K1bt,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-12,,,,,,,,,,,0,False,False
3500045380,True,True,-20.436110999999983,-54.64777799999996,Campo Grande,Campo Grande,OK,42.01,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-04,,,,,,,,,,,0,False,False
3500045257,True,True,-23.46222199999994,-54.17166699999996,Itaquiraí,Itaquiraí,OK,27.8,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Grupo Caiuá,K2c,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-01-14,,,,,,,,,,,0,False,False
3500045361,True,True,-20.92083299999996,-54.623332999999946,Sidrolândia,Sidrolândia,OK,5632.18,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-22,,,,,,,,,,,0,False,False
3500045411,True,True,-21.13666699999993,-54.55416699999995,Sidrolândia,Sidrolândia,OK,6426.56,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-11,,,,,,,,,,,0,False,False
3500045488,True,True,-20.93805599999996,-54.85888899999998,Sidrolândia,Sidrolândia,OK,1702.16,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-30,,,,,,,,,,,0,False,False
3500045296,True,True,-22.103610999999944,-54.265832999999986,Dourados,Dourados,OK,677.96,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-01,,,,,,,,,,,0,False,False
3500045347,True,True,-19.28444399999995,-54.725832999999966,São Gabriel do Oeste,São Gabriel do Oeste,OK,688.64,,Poço tubular,,,,Grupo Bauru,Formação Botucatu,UNKNOWN,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-02-18,,,,,,,,,,,0,False,False
3500045580,True,True,-19.537499999999966,-54.52249999999998,São Gabriel do Oeste,Bandeirantes,REVIEW,240.23,,Poço tubular,,,,Grupo Bauru,Formação Botucatu,UNKNOWN,Coberturas detrito-lateríticas com concreções ferruginosas,ENdl,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-13,,,,,,,,,,,0,False,False
3500045570,True,True,-18.777499999999975,-52.642777999999964,Chapadão do Sul,Chapadão do Sul,OK,424.45,,Poço tubular,,,,Formação Cachoeirinha,Formação Botucatu,UNKNOWN,Formação Cachoeirinha,ENch,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-13,,,,,,,,,,,0,False,False
3500045181,True,True,-18.912499999999966,-52.56388899999996,Chapadão do Sul,Chapadão do Sul,OK,10158.51,,Poço tubular,,,,Grupo Caiuá,Formação Botucatu,UNKNOWN,Formação Santo Anastácio,K2sa,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2009-10-28,,,,,,,,,,,0,False,False
3500045404,True,True,-21.423332999999957,-54.776666999999975,Rio Brilhante,Rio Brilhante,OK,10931.25,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-03-10,,,,,,,,,,,0,False,False
3500045529,True,True,-20.062221999999963,-56.53277799999995,Miranda,Miranda,OK,7822.09,,Poço tubular,,,,Depósitos aluvionares,,UNKNOWN,Depósitos aluvionares,Q2a,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2010-04-09,,,,,,,,,,,0,False,False
3500045136,True,True,-21.309166999999945,-55.18694399999998,Sidrolândia,Sidrolândia,OK,1256.55,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2009-10-14,,,,,,,,,,,0,False,False
3500045192,True,True,-21.59416699999997,-55.098888999999986,Maracaju,Maracaju,OK,5005.59,,Poço tubular,,,,Formação Serra Geral,Formação Botucatu,UNKNOWN,Grupo Serra Geral,K1sg,,0.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,2009-12-14,,,,,,,,,,,0,False,False
3500023202,True,True,-20.744721999999967,-55.51444399999997,Anastácio,Dois Irmãos do Buriti,REVIEW,618.13,,Poço tubular,Abandonado,Sem uso,Guarani,Formação Botucatu,,POSSIVELMENTE CONSISTENTE,Formação Botucatu,K1bt,100,100.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,1987-11-30,1998-05-18,,1987-11-30,,,,HIDROSOMAT,Formação Botucatu,Parcial,Livre,Única,0.75,False,False
3500023355,True,True,-23.97388799999993,-55.03499999999997,Sete Quedas,Sete Quedas,OK,91.87,,Poço tubular,Abandonado,,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,,,150,150.0,0.0,11.2,11.2,97.29,97.29,0.042,0.042,Rebaixamento,1987-02-26,,,,,3.6,,,,0.0,,,,,,,1987-02-28,1998-06-23,1987-02-28,1987-02-28,,,Percussao,NOPAR,Formação Serra Geral,Total,Livre,Simultânea,0.75,False,False
3500026962,True,True,-22.946110999999974,-55.61638899999997,Aral Moreira,Aral Moreira,OK,28.87,,Poço tubular,Bombeando,Abastecimento doméstico,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,50,50.0,0.0,,0.0,,0.0,,0.0,,,,,,,0.0,Bomba submersa,,,0.0,,,,,,,1984-01-01,2009-05-20,,1984-01-01,,,,,Formação Serra Geral,,,,0.75,False,False
3500027045,True,True,-20.04166699999996,-51.11472199999997,Aparecida do Taboado,Aparecida do Taboado,OK,461.14,,Poço tubular,Bombeando,,Bauru,Grupo Bauru,Formação Botucatu,CONSISTENTE,Formação Vale do Rio do Peixe,K2vp,120,120.0,30.0,22.75,18.0,31.2,72.0,,0.037,,2009-08-28,,,,,2.0,,6.30999994,,0.0,22.8999996,,,"1,94",,,1984-12-03,2010-01-28,,1984-12-03,26/05/2009,26/05/2009,,COMERCIAL J. PASSARELLI POÇOS ARTESIANOS LTDA,Formação Santo Anastácio,,,,0.75,False,False
3500027050,True,True,-20.445832999999936,-52.871388999999965,Água Clara,Água Clara,OK,57.75,,Poço tubular,Bombeando,Abastecimento urbano,Bauru,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Grupo Caiuá,K2c,57.5,62.0,21.5,,0.0,,0.0,,0.0,,,,,,,0.0,,,,0.0,,,,,,,1993-11-14,2010-01-28,,1993-11-14,,,,HIDROSSOMAT LTDA,Formação Santo Anastácio,,,,0.75,False,False
3500023312,True,True,-19.73166599999996,-51.864443999999935,Inocência,Inocência,OK,3897.95,,Poço tubular,Abandonado,,Bauru,Grupo Bauru,Formação Botucatu,CONSISTENTE,Formação Vale do Rio do Peixe,K2vp,115,115.0,0.0,62.9,62.9,105,105.0,0.081,0.081,Rebaixamento,1985-05-22,,,,,3.4,,,,0.0,,,,,,,1985-05-21,1998-07-01,1985-05-23,1985-05-21,,,Rotativo,HIDROSOMAT,Formação Serra Geral,TOTAL,LIVRE,ÚNICA,0.75,False,False
3500022928,True,True,-20.42083299999996,-54.64694399999996,Campo Grande,Campo Grande,OK,65.04,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,606.22,606.22,0.0,172,172.0,285,285.0,1.168,1.168,Rebaixamento,2003-08-20,,,,,132.0,Bomba submersa,5.88999987,79.8,79.8,25.8999996,"25,9",,,Solidos dissolvidos totais,151.79,1997-07-06,2008-08-28,1997-07-06,1997-07-06,14/03/2003,14/03/2003,Rotativo,CPA,Formação Piramboia,,,,0.75,False,False
3500045646,True,True,-20.97888899999998,-51.77472199999994,Três Lagoas,Três Lagoas,OK,2148.55,,Poço tubular,Bombeando,Irrigação,Serra geral,Grupo Caiuá,Formação Botucatu,DIVERGÊNCIA CARTOGRÁFICA NÃO CONCLUSIVA,Formação Santo Anastácio,K2sa,100,100.0,0.0,18.5,18.5,77.5,77.5,0.395,0.395,Continuo,2010-12-27,,,,,23.29,Bomba submersa,5.86999989,,0.0,26,26,"0,58","0,58",,,2010-12-29,2015-03-26,2010-12-29,2010-12-29,24/01/2011,12/01/2011,,SALES & MATTA LTDA,"Formação Serra Geral, Grupo São Bento",,Livre,Simultânea,0.75,False,False
3500022824,True,True,-20.48444399999994,-54.86777699999993,Terenos,Terenos,OK,2217.51,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,181.5,181.5,0.0,124.6,124.6,139.58,139.58,1.956,1.956,Rebaixamento,1992-08-16,,,,,29.3,,7.44000006,113.3,113.3,28.8999996,"28,9",,,Solidos dissolvidos totais,120.77,1992-08-16,2008-08-19,1992-08-16,1992-08-16,28/07/2004,28/07/2004,Rotativo,HIDROSSOMAT,Formação Botucatu,,,,0.75,False,False
3500022816,True,True,-20.923054999999977,-54.96361099999996,Sidrolândia,Sidrolândia,OK,866.66,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,440,440.0,0.0,100,100.0,250,250.0,1.333,1.333,Rebaixamento,2004-12-01,,,,,200.0,Bomba submersa,7.40999985,133.1,133.1,30.2000008,"30,2",,,Solidos dissolvidos totais,97.32,1999-02-01,2008-08-19,1999-02-01,1999-02-01,19/03/2003,19/03/2003,,EBS-EMPRESA BRASILEIRA DE SANEAMENTO,Formação Piramboia,,,,0.75,False,False
3500022567,True,True,-18.54472199999998,-53.13972199999995,Costa Rica,Costa Rica,OK,571.22,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,93,93.0,0.0,36,36.0,42.7,42.7,13.134,13.134,Rebaixamento,1991-02-02,,,,,88.0,Bomba submersa,6.42999983,48.2,48.2,27.5,"27,5",,,Solidos dissolvidos totais,33.06,1991-02-02,2008-09-02,1991-02-02,1991-02-02,18/03/2003,18/03/2003,Rotativo,F.N.S,Formação Botucatu,,,,0.75,False,False
3500022930,True,True,-20.558887999999968,-54.65111099999996,Campo Grande,Campo Grande,OK,39.42,,Poço tubular,Bombeando,,Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,501,501.0,0.0,132,132.0,190,190.0,5.431,5.431,Rebaixamento,2003-08-20,,,,,315.0,Bomba submersa,7.11000013,128.8,128.8,37.2000008,"37,2",,,Solidos dissolvidos totais,100.78,1997-12-01,2008-08-28,1997-12-01,1997-12-01,14/03/2003,14/03/2003,Rotativo,EBS-EMPRESA BRASILEIRA DE SANEAMENTO,Formação Piramboia,,,,0.75,False,False
3500071764,True,False,-21.165246999999965,-53.17158299999994,Ribas do Rio Pardo,Ribas do Rio Pardo,OK,6346.63,,Poço tubular,Bombeando,Pecuária,Bauru_Caiua,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Caiuá,K2c,80,,,4.5,,14,,0.841,,,,,,,,,,7.19999981,204.8,,25,,,,,,2017-04-27,2024-07-31,,,,,,,,,,,0.75,False,False
3500071752,True,False,-22.63704699999994,-54.947405999999944,Caarapó,Caarapó,OK,7068.8,,Poço tubular,Bombeando,Pecuária,Bauru_Caiua,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Caiuá,K2c,100,,,28.85,,62.96,,4.466,,,,,,,,,,7.38000011,152,,23,,,,,,2000-01-03,2024-07-31,,,,,,,,,,,0.75,False,False
3500071581,True,False,-22.285852999999975,-53.95501699999994,Ivinhema,Ivinhema,OK,1778.86,,Poço tubular,Bombeando,Abastecimento industrial,Bauru_Caiua,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Caiuá,K2c,117,,,43,,48.25,,0.277,,,,,,,,,,6.21999979,13.27,,24,,,,,,2017-06-27,2024-07-31,,,,,,,,,,,0.75,False,False
3500071535,True,False,-22.165832999999964,-52.68083299999995,Anaurilândia,Anaurilândia,OK,1502.74,,Poço tubular,Bombeando,Abastecimento industrial,Bauru_Caiua,Grupo Caiuá,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Caiuá,K2c,100,,,24,,36,,0.8,,,,,,,,,,6,,,24,,,,,,1980-05-02,2024-07-31,,,,,,,,,,,0.75,False,False
3500071489,True,False,-21.17269399999998,-55.30008299999997,Sidrolândia,Sidrolândia,OK,1282.13,,Poço tubular,Bombeando,Pecuária,Serra geral,Formação Serra Geral,Formação Botucatu,CONSISTENTE,Grupo Serra Geral,K1sg,76,,,28,,55,,2.25,,,,,,,,,,6.78999996,48.5,,23,,,,,,2020-11-03,2024-07-31,,,,,,,,,,,0.75,False,False
3500071469,True,False,-19.111802999999952,-51.729071999999974,Cassilândia,Cassilândia,OK,1235.21,,Poço tubular,Bombeando,"Outros (lazer,etc.)",Guarani,Formação Serra Geral,Formação Botucatu,POSSIVELMENTE CONSISTENTE,Grupo Serra Geral,K1sg,185.5,,,10.11,,5.09,,-0.039,,,,,,,,,,7.01000023,,,27.2999992,,,,,,1989-05-10,2024-07-31,,,,,,,,,,,0.75,False,False
